ID	p	CC	T	SP	E_glob	l2	lmax_l2	Rg	l_norm
1590320359130.0	0.5623413251903491	0.16907203799058698	0.16851865662366072	1.8821478382147838	0.5642724314272431	16.603174073400215	2.7354028924639096	1865.3121574525214	41.285397326692866
1557212215832.0	0.31622776601683794	0.680779072172993	0.6798183390277276	2.4591701534170154	0.46903184565318456	1.6265013484386495	24.978291106190706	2157.8887998284986	26.852457082733395
1590320362551.0	0.5623413251903491	0.1631340053042793	0.16248401401783785	1.879358437935844	0.5647373314737332	17.856476401059936	2.6548041464557866	1859.5751961118265	42.42655062375488
1557212214525.0	0.0464158883361278	0.5635203102577494	0.5606405789332619	2.186889818688982	0.5134821013482102	3.846431711320195	10.671548805690302	1975.1222768518019	26.654732228381388
1590320354998.0	0.4216965034285822	0.22392234579285722	0.2218406479187108	1.8962691771269178	0.5619188749418874	13.496151953762825	3.3198632447732455	1864.9574938156481	40.666552192166876
1590320365332.0	0.7498942093324559	0.13384409092209895	0.13378690437762272	1.875	0.5654637377963738	20.25644759493575	2.3839140038335787	1862.289113890425	43.61603238823903
1557212169161.0	0.1668100537200059	0.564054177826845	0.5608368999857614	2.17768479776848	0.5150162715016272	3.8190656434484094	10.943059760665328	1974.5981183809042	26.654761833548523
1557212248516.0	0.006812920690579614	0.6321130248863068	0.6303696806502755	2.3246164574616457	0.49053056717805665	2.464168793015242	16.389740930740892	2053.868090683988	26.708784998983813
1557212262469.0	0.31622776601683794	0.6389628565510882	0.6373512067041918	2.3404463040446304	0.48789516503951647	2.3700941055208906	17.156082728180127	2058.875245128306	26.71727533051177
1557212198088.0	0.08799225435691074	0.7214771589231957	0.7214041513015867	3.3104602510460253	0.39697034601846326	1.0398869928758385	38.71082310002668	2346.385035970683	27.0635038100873
1590320361054.0	0.7498942093324559	0.136777719840079	0.13680846483747577	1.875139470013947	0.5654404927940494	20.172308381088556	2.418044179934299	1862.4571906392382	43.676475788510984
1590320354196.0	1.0	0.1314240156764692	0.13108341068823764	1.8757322175732218	0.5653417015341701	19.05207515019241	2.4361367931044957	1860.9030617335561	42.03045752525148
1557212223399.0	0.31622776601683794	0.6742164235225054	0.6730197895160884	2.437761506276151	0.47202754532775454	1.8115565333421462	22.43199257909768	2134.0284957047706	26.820433315636414
1590320354491.0	0.5623413251903491	0.16155497487682682	0.16140083114211534	1.880857740585774	0.5644874476987447	17.390164608970142	2.7250587404395747	1862.5727968076742	42.25315477947018
1557212117415.0	0.0018957356524063754	0.45683984385469084	0.45343733540668657	2.0366806136680613	0.5385169688516968	5.887688256138802	7.165962856481571	1917.1993274559588	26.676401148512962
1557212210639.0	0.001	0.7220493238839987	0.7219898190615393	3.509344490934449	0.38699678720860725	1.0221066760630664	39.243182519044424	2353.7456835356516	27.070362319737946
1557212249775.0	0.006812920690579614	0.7214814984522615	0.7214041513015867	3.0954672245467223	0.40764934913993484	1.074336163741767	37.424624391894206	2342.094507672069	27.059113569698148
1590320370640.0	0.5623413251903491	0.1579812222727158	0.15754967052508248	1.880299860529986	0.5645804277080427	18.216651357465604	2.6460119613733957	1857.828883883129	43.25421002744848
1590320356734.0	0.7498942093324559	0.1339476745297729	0.13393921334922526	1.8760808926080892	0.5652835890283588	19.928991927181368	2.451643645147954	1862.8747340544658	43.64595138696767
1557212136462.0	0.08799225435691074	0.28295451596071874	0.28008029184921124	1.9141910739191075	0.5589318921431893	10.769165859310402	4.109803918242041	1872.0830760502386	26.801713359012773
1557212185415.0	0.08799225435691074	0.7210072499185378	0.7208880376987626	3.1601115760111576	0.4046594607159461	1.0541812981286764	38.04402423034831	2342.0951939183215	27.059982503492243
1557212243568.0	0.31622776601683794	0.7044846005530673	0.7039914008112126	2.5779637377963738	0.4531642259414225	1.3950924832013607	28.84744813526767	2231.3484252360836	26.943749506057273
1590320360350.0	0.7498942093324559	0.13432049927854797	0.1344058852281106	1.875836820083682	0.5653242677824267	19.818889683946733	2.390698549518532	1861.8183679129465	42.46041292793574
1557212099730.0	0.003593813663804626	0.7025945960744325	0.7022219982868948	2.6088912133891213	0.4503457694095769	1.2623598286756263	31.93132586421204	2240.349322167969	26.957428766530896
1557212205655.0	0.0464158883361278	0.4550960257434164	0.4507255214816176	2.038249651324965	0.5382554625755464	6.119763208526266	6.955698389239139	1915.2674043726286	26.70464344861447
1590320365585.0	1.0	0.13329770944087876	0.13293430994857888	1.8754881450488146	0.5653823802882381	20.18570283336161	2.356230632493647	1864.752318898431	42.9859574559375
1557212154185.0	0.1668100537200059	0.7204838200553904	0.7203840435450949	3.0382845188284517	0.4131520223152022	1.1032519565731602	36.406136759851286	2323.673875080364	27.04071845085833
1557212320148.0	0.003593813663804626	0.7000551147351624	0.6994466230570927	2.570571827057183	0.45477045560204554	1.3757448898776943	29.28755956312212	2222.5367377886273	26.93207869095614
1557212152809.0	0.001	0.680417724525261	0.6794476853989172	2.4519177126917713	0.46990062761506274	1.6611593657162127	24.2450976092075	2147.574256027419	26.84077569744048
1590320361651.0	0.7498942093324559	0.13770653244571113	0.1376535961764268	1.8767433751743374	0.5651731752673175	18.71123039123133	2.4909698500858584	1865.4941401982824	42.33848828325163
1590320349802.0	0.7498942093324559	0.13302232768102817	0.13292225067754046	1.8756276150627615	0.5653591352859136	19.567877002054654	2.3708627898435917	1861.1937545860212	41.98225643153871
1557212113707.0	0.1668100537200059	0.44336891179267085	0.4390439511783527	2.0206066945606693	0.5411959553695955	6.357308694267164	6.72594521290447	1910.9188960494848	26.701390511384943
1557212083437.0	0.1668100537200059	0.7088513990029042	0.708527900023516	2.724546722454672	0.4393677359367735	1.1667244860690644	34.5745250301736	2269.542601349374	26.985499935755474
1557212142802.0	0.0464158883361278	0.6303952804474149	0.6286114442422361	2.3166317991631797	0.4918642491864249	2.5955773780053804	15.811295412465917	2043.3445664976236	26.704088337637423
1590320367225.0	0.5623413251903491	0.16374582550201094	0.16290845597405837	1.8799163179916318	0.5646443514644351	17.406425003754972	2.61702350306388	1857.5306670978157	41.24551267388912
1557212318961.0	0.1668100537200059	0.7198334147930894	0.7197288511453267	3.1232217573221757	0.4078440260344026	1.076560160415631	37.35390986287509	2337.1225405647997	27.055275393279917
1557212112401.0	0.024484367468222263	0.7182433202997701	0.7180919422442106	2.8870641562064154	0.4238830776383078	1.1453048863793804	35.09434816607099	2312.796564101772	27.031388934987145
1557212171651.0	0.31622776601683794	0.5684851652614511	0.5660809010232044	2.1879009762900976	0.5133135750813576	3.8170183863591793	10.721575923292717	1976.2198589011996	26.636703703254422
