ID	freq	p	H2
1590171144114.0	0.0001	0.7498942093324559	238.73588103329678
1590171144114.0	0.00017782794100389227	0.7498942093324559	238.16746525080399
1590171144114.0	0.00031622776601683794	0.7498942093324559	236.39366247708435
1590171144114.0	0.0005623413251903491	0.7498942093324559	231.00818353179264
1590171144114.0	0.001	0.7498942093324559	215.8783079964381
1590171144114.0	0.0017782794100389228	0.7498942093324559	180.6180265402801
1590171144114.0	0.0031622776601683794	0.7498942093324559	122.54767259784941
1590171144114.0	0.005623413251903491	0.7498942093324559	63.12174015560492
1590171144114.0	0.01	0.7498942093324559	25.600429382972433
1590171144114.0	0.01778279410038923	0.7498942093324559	9.117450971929768
1590171144114.0	0.03162277660168379	0.7498942093324559	3.18844090063124
1590171144114.0	0.05623413251903491	0.7498942093324559	1.22601057699691
1590171144114.0	0.1	0.7498942093324559	0.5896628300535134
1590171144114.0	0.1778279410038923	0.7498942093324559	0.36956482237770855
1590171144114.0	0.31622776601683794	0.7498942093324559	0.26215772279172866
1590171144114.0	0.5623413251903491	0.7498942093324559	0.1742032680408739
1590171144114.0	1.0	0.7498942093324559	0.09684706902637773
1590171144114.0	1.7782794100389228	0.7498942093324559	0.04347313047329824
1590171144114.0	3.1622776601683795	0.7498942093324559	0.016303809766644813
1590171144114.0	5.623413251903491	0.7498942093324559	0.005511543526508884
1590171144114.0	10.0	0.7498942093324559	0.0017833606923817824
1585711479532.0	0.0001	0.31622776601683794	238.71328109294234
1585711479532.0	0.00017782794100389227	0.31622776601683794	238.09631109259942
1585711479532.0	0.00031622776601683794	0.31622776601683794	236.17172194264515
1585711479532.0	0.0005623413251903491	0.31622776601683794	230.33521471308347
1585711479532.0	0.001	0.31622776601683794	213.99350018663054
1585711479532.0	0.0017782794100389228	0.31622776601683794	176.26516531678496
1585711479532.0	0.0031622776601683794	0.31622776601683794	115.67013475996309
1585711479532.0	0.005623413251903491	0.31622776601683794	56.879351972528305
1585711479532.0	0.01	0.31622776601683794	22.33654745115841
1585711479532.0	0.01778279410038923	0.31622776601683794	8.006496793480471
1585711479532.0	0.03162277660168379	0.31622776601683794	2.9956196102509645
1585711479532.0	0.05623413251903491	0.31622776601683794	1.3443472034527042
1585711479532.0	0.1	0.31622776601683794	0.7823102132968203
1585711479532.0	0.1778279410038923	0.31622776601683794	0.5337494739373265
1585711479532.0	0.31622776601683794	0.31622776601683794	0.3570421537734889
1585711479532.0	0.5623413251903491	0.31622776601683794	0.21067131465767255
1585711479532.0	1.0	0.31622776601683794	0.10559177264179458
1585711479532.0	1.7782794100389228	0.31622776601683794	0.044486501492418506
1585711479532.0	3.1622776601683795	0.31622776601683794	0.016187715955161337
1585711479532.0	5.623413251903491	0.31622776601683794	0.005408091192007275
1585711479532.0	10.0	0.31622776601683794	0.0017427748252820592
1585711484500.0	0.0001	0.046415888336127795	238.21607980812726
1585711484500.0	0.00017782794100389227	0.046415888336127795	236.5424193873195
1585711484500.0	0.00031622776601683794	0.046415888336127795	231.4334841419822
1585711484500.0	0.0005623413251903491	0.046415888336127795	216.8827271749099
1585711484500.0	0.001	0.046415888336127795	182.1181138749481
1585711484500.0	0.0017782794100389228	0.046415888336127795	123.558864698984
1585711484500.0	0.0031622776601683794	0.046415888336127795	64.07374239561163
1585711484500.0	0.005623413251903491	0.046415888336127795	27.951816556650844
1585711484500.0	0.01	0.046415888336127795	12.590257311103928
1585711484500.0	0.01778279410038923	0.046415888336127795	6.886268222927119
1585711484500.0	0.03162277660168379	0.046415888336127795	4.497046288093541
1585711484500.0	0.05623413251903491	0.046415888336127795	3.0849212052415025
1585711484500.0	0.1	0.046415888336127795	2.025183230451853
1585711484500.0	0.1778279410038923	0.046415888336127795	1.2146846315666482
1585711484500.0	0.31622776601683794	0.046415888336127795	0.6474158200985501
1585711484500.0	0.5623413251903491	0.046415888336127795	0.30331621369201683
1585711484500.0	1.0	0.046415888336127795	0.1258049824609339
1585711484500.0	1.7782794100389228	0.046415888336127795	0.04688038434841409
1585711484500.0	3.1622776601683795	0.046415888336127795	0.016054536535782857
1585711484500.0	5.623413251903491	0.046415888336127795	0.005236910390552128
1585711484500.0	10.0	0.046415888336127795	0.0016737551327189232
1585711481987.0	0.0001	0.046415888336127795	238.11620265401234
1585711481987.0	0.00017782794100389227	0.046415888336127795	236.22976337839242
1585711481987.0	0.00031622776601683794	0.046415888336127795	230.47617869961988
1585711481987.0	0.0005623413251903491	0.046415888336127795	214.15134207748255
1585711481987.0	0.001	0.046415888336127795	175.79043464981774
1585711481987.0	0.0017782794100389228	0.046415888336127795	114.35281589551553
1585711481987.0	0.0031622776601683794	0.046415888336127795	57.103513189413505
1585711481987.0	0.005623413251903491	0.046415888336127795	25.091759682194716
1585711481987.0	0.01	0.046415888336127795	12.050706348923995
1585711481987.0	0.01778279410038923	0.046415888336127795	7.12028616325433
1585711481987.0	0.03162277660168379	0.046415888336127795	4.827890442076944
1585711481987.0	0.05623413251903491	0.046415888336127795	3.3343750132940357
1585711481987.0	0.1	0.046415888336127795	2.1700194131691872
1585711481987.0	0.1778279410038923	0.046415888336127795	1.2789155736308158
1585711481987.0	0.31622776601683794	0.046415888336127795	0.6706452541759492
1585711481987.0	0.5623413251903491	0.046415888336127795	0.3101967846154736
1585711481987.0	1.0	0.046415888336127795	0.12731451839098507
1585711481987.0	1.7782794100389228	0.046415888336127795	0.04709941433690888
1585711481987.0	3.1622776601683795	0.046415888336127795	0.016070544361452666
1585711481987.0	5.623413251903491	0.046415888336127795	0.005234626635310539
1585711481987.0	10.0	0.046415888336127795	0.0016722047443580954
1585711477178.0	0.0001	0.0018957356524063754	226.3824008004704
1585711477178.0	0.00017782794100389227	0.0018957356524063754	203.9119887358153
1585711477178.0	0.00031622776601683794	0.0018957356524063754	158.658352117125
1585711477178.0	0.0005623413251903491	0.0018957356524063754	103.1589015983006
1585711477178.0	0.001	0.0018957356524063754	64.40216203438709
1585711477178.0	0.0017782794100389228	0.0018957356524063754	44.67093372590354
1585711477178.0	0.0031622776601683794	0.0018957356524063754	32.74452146052668
1585711477178.0	0.005623413251903491	0.0018957356524063754	23.389864182440753
1585711477178.0	0.01	0.0018957356524063754	16.322698912048242
1585711477178.0	0.01778279410038923	0.0018957356524063754	11.122119074627484
1585711477178.0	0.03162277660168379	0.0018957356524063754	7.330051664449524
1585711477178.0	0.05623413251903491	0.0018957356524063754	4.619104810312693
1585711477178.0	0.1	0.0018957356524063754	2.7415801527968573
1585711477178.0	0.1778279410038923	0.0018957356524063754	1.5043255762330687
1585711477178.0	0.31622776601683794	0.0018957356524063754	0.747880611957555
1585711477178.0	0.5623413251903491	0.0018957356524063754	0.3320779665158915
1585711477178.0	1.0	0.0018957356524063754	0.13195776210083812
1585711477178.0	1.7782794100389228	0.0018957356524063754	0.047694328277064026
