ID,network,p,th,seed,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
1594908935669.0,ws,1.0,0.01,0.0,0.1417,0.1417,0.331,0.331,0.331,0.331,0.331,0.331,0.331
1594908935669.0,ws,1.0,0.0426666666666666,1.0,0.13745,0.13745,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667
1594908935669.0,ws,1.0,0.0753333333333333,2.0,0.07948,0.07948,0.07948,0.1655166666666666,0.1655166666666666,0.1655166666666666,0.1655166666666666,0.1655166666666666,0.1655166666666666
1594908935669.0,ws,1.0,0.01,16.0,0.21385,0.21385,0.21385,0.21385,0.3331666666666666,0.3331666666666666,0.3331666666666666,0.3331666666666666,0.3331666666666666
1594908935669.0,ws,1.0,0.0426666666666666,17.0,0.2082999999999999,0.2082999999999999,0.2082999999999999,0.2082999999999999,0.3330333333333333,0.3330333333333333,0.3330333333333333,0.3330333333333333,0.3330333333333333
1594908935669.0,ws,1.0,0.0753333333333333,18.0,0.039925,0.14658,0.14658,0.14658,0.14658,0.14658,0.14658,0.1666666666666666,0.1666666666666666
1594908935669.0,ws,1.0,0.01,32.0,0.15325,0.15325,0.15325,0.3316333333333333,0.3316333333333333,0.3316333333333333,0.3316333333333333,0.3316333333333333,0.3316333333333333
1594908935669.0,ws,1.0,0.0426666666666666,33.0,0.14895,0.14895,0.3310333333333333,0.3310333333333333,0.3310333333333333,0.3310333333333333,0.3310333333333333,0.3310333333333333,0.3310333333333333
1594908935669.0,ws,1.0,0.0753333333333333,34.0,0.028925,0.1101,0.1101,0.1101,0.1101,0.16665,0.16665,0.16665,0.16665
1594908935669.0,ws,1.0,0.01,48.0,0.1632,0.1632,0.1632,0.3323,0.3323,0.3323,0.3323,0.3323,0.3323
1594908935669.0,ws,1.0,0.0426666666666666,49.0,0.15875,0.15875,0.15875,0.332,0.332,0.332,0.332,0.332,0.332
1594908935669.0,ws,1.0,0.0753333333333333,50.0,0.026275,0.0996399999999999,0.0996399999999999,0.0996399999999999,0.1666333333333333,0.1666333333333333,0.1666333333333333,0.1666333333333333,0.1666333333333333
1594908935669.0,ws,1.0,0.01,64.0,0.1941,0.1941,0.1941,0.3329,0.3329,0.3329,0.3329,0.3329,0.3329
1594908935669.0,ws,1.0,0.0426666666666666,65.0,0.19045,0.19045,0.19045,0.3329,0.3329,0.3329,0.3329,0.3329,0.3329
1594908935669.0,ws,1.0,0.0753333333333333,66.0,0.04825,0.16408,0.16408,0.16408,0.16408,0.16408,0.16408,0.16408,0.1666666666666666
1594908935669.0,ws,1.0,0.01,80.0,0.1929,0.1929,0.1929,0.333,0.333,0.333,0.333,0.333,0.333
1594908935669.0,ws,1.0,0.0426666666666666,81.0,0.188,0.188,0.188,0.3329333333333333,0.3329333333333333,0.3329333333333333,0.3329333333333333,0.3329333333333333,0.3329333333333333
1594908935669.0,ws,1.0,0.0753333333333333,82.0,0.04355,0.15562,0.15562,0.15562,0.15562,0.15562,0.15562,0.1666666666666666,0.1666666666666666
1594908935669.0,ws,1.0,0.01,96.0,0.1523999999999999,0.1523999999999999,0.1523999999999999,0.3313,0.3313,0.3313,0.3313,0.3313,0.3313
1594908935669.0,ws,1.0,0.0426666666666666,97.0,0.147,0.147,0.3309666666666666,0.3309666666666666,0.3309666666666666,0.3309666666666666,0.3309666666666666,0.3309666666666666,0.3309666666666666
1594908935669.0,ws,1.0,0.0753333333333333,98.0,0.07538,0.07538,0.07538,0.1651666666666666,0.1651666666666666,0.1651666666666666,0.1651666666666666,0.1651666666666666,0.1651666666666666
1595043987119.0,ws,0.0215443469003188,0.01,0.0,0.0266,0.0581,0.1054,0.1054,0.1054,0.1054,0.1332285714285714,0.1332285714285714,0.1332285714285714
1595043987119.0,ws,0.0215443469003188,0.0426666666666666,1.0,0.0266,0.0581,0.1054,0.1054,0.1054,0.1054,0.1332285714285714,0.1332285714285714,0.1332285714285714
1595043987119.0,ws,0.0215443469003188,0.0753333333333333,2.0,0.0019826923076923,0.0029794117647058,0.0041702702702702,0.0052545454545454,0.0070275,0.0077802469135802,0.0085414634146341,0.0099369047619047,0.0108790697674418
1595043987119.0,ws,0.0215443469003188,0.1079999999999999,3.0,0.0019807692307692,0.0029084507042253,0.0039805194805194,0.0051049999999999,0.0061524390243902,0.0074785714285714,0.0082599999999999,0.0096827586206896,0.0104808988764044
1595043987119.0,ws,0.0215443469003188,0.1406666666666666,4.0,0.0012132530120481,0.001206626506024,0.0012044,0.0012069277108433,0.0012103864734299,0.0012141414141414,0.0012388692579505,0.0013527027027026,0.0014690553745928
1595043987119.0,ws,0.0215443469003188,0.1733333333333333,5.0,0.0012060240963855,0.0011976047904191,0.0011968127490039,0.0011997005988023,0.0012040865384615,0.0012080482897384,0.0012115916955017,0.0012413953488371,0.0012415172413792
1595043987119.0,ws,0.0215443469003188,0.206,6.0,0.001002,0.0009955223880597,0.000996357615894,0.0010002493765586,0.0010042168674698,0.0010067001675041,0.0010099423631123,0.0010139240506329,0.0010182126696832
1595043987119.0,ws,0.0215443469003188,0.2386666666666666,7.0,0.0009692307692307,0.0009676328502415,0.0009693548387096,0.0009728155339805,0.0009766081871345,0.000979282218597,0.0009824684431977,0.0009840098400984,0.0009868421052631
1595043987119.0,ws,0.0215443469003188,0.304,9.0,0.0007699999999999,0.0007696153846153,0.000768030690537,0.0007703846153846,0.0007714946070878,0.0007745806451612,0.0007772475027747,0.0007803118908382,0.0007838120104438
1595043987119.0,ws,0.0215443469003188,0.3693333333333333,11.0,0.0005566666666666,0.0005563888888888,0.0005573283858998,0.0005587988826815,0.0005616161616161,0.0005653483992467,0.0005685064935064,0.0005732808022922,0.0005772435897435
1594972968393.0,ws,0.01,0.01,0.0,0.0264333333333333,0.0431714285714285,0.0431714285714285,0.0662125,0.0662125,0.0869777777777777,0.0869777777777777,0.09449,0.09449
1594972968393.0,ws,0.01,0.0426666666666666,1.0,0.0264333333333333,0.0431714285714285,0.0431714285714285,0.0662125,0.0662125,0.0869777777777777,0.0869777777777777,0.09449,0.09449
1594972968393.0,ws,0.01,0.0753333333333333,2.0,0.0014225352112676,0.0017745614035087,0.0020888888888888,0.0024493902439024,0.0028454545454545,0.0032777173913043,0.0036958115183246,0.0040623115577889,0.0041796296296296
1594972968393.0,ws,0.01,0.1079999999999999,3.0,0.0014225352112676,0.0017745614035087,0.0020888888888888,0.0024493902439024,0.0028454545454545,0.0032777173913043,0.0036958115183246,0.0040623115577889,0.0041796296296296
1594972968393.0,ws,0.01,0.1406666666666666,4.0,0.0012219512195121,0.0012096385542168,0.0012060240963855,0.0012039039039038,0.0012050602409638,0.0012056224899598,0.0012068846815834,0.0012084464555052,0.0012088590604026
1594972968393.0,ws,0.01,0.1733333333333333,5.0,0.0012168674698795,0.0012060240963855,0.0012036,0.001202102102102,0.0012036057692307,0.0012044088176352,0.0012058519793459,0.0012075414781297,0.0012080428954423
1594972968393.0,ws,0.01,0.206,6.0,0.0010161616161616,0.0010050251256281,0.0010036789297658,0.0010032581453634,0.0010036072144288,0.0010040133779264,0.0010054519368723,0.0010057788944723,0.0010067114093959
1594972968393.0,ws,0.01,0.2386666666666666,7.0,0.0009950495049504,0.0009881773399014,0.0009871710526315,0.0009871921182266,0.0009889328063241,0.0009902640264026,0.0009915014164305,0.0009926799007444,0.0009941501103752
1594972968393.0,ws,0.01,0.304,9.0,0.0007905511811023,0.0007870588235294,0.0007858638743455,0.0007864440078585,0.000787874015748,0.000788567674113,0.0007898534385569,0.0007909090909091,0.0007925176056338
1594972968393.0,ws,0.01,0.3693333333333333,11.0,0.0005882352941176,0.0005825581395348,0.0005789980732177,0.0005806966618287,0.0005833333333333,0.0005857560975609,0.0005870913663034,0.0005883088235294,0.0005893909626719
1594972968393.0,ws,0.01,0.4346666666666666,13.0,0.0002114164904862,0.0002293241695303,0.0002176939811457,0.0002101365546218,0.0002067796610169,0.0002049521857923,0.0002036950829211,0.0002065840433772,0.0002059725400457
1595088263126.0,ws,0.1,0.01,0.0,0.1002,0.1002,0.1002,0.221825,0.221825,0.221825,0.221825,0.221825,0.19998
1595088263126.0,ws,0.1,0.0426666666666666,1.0,0.1002,0.1002,0.1002,0.221825,0.221825,0.221825,0.221825,0.221825,0.19998
1595088263126.0,ws,0.1,0.0753333333333333,2.0,0.0114076923076923,0.0174214285714285,0.0287533333333333,0.0287533333333333,0.04688125,0.04688125,0.04688125,0.0575294117647058,0.0575294117647058
1595088263126.0,ws,0.1,0.1079999999999999,3.0,0.0079944444444444,0.0113421052631578,0.01822,0.0299857142857142,0.0299857142857142,0.0299857142857142,0.0417454545454545,0.0417454545454545,0.0417454545454545
1595088263126.0,ws,0.1,0.1406666666666666,4.0,0.0014169014084507,0.0023137931034482,0.0033142857142857,0.0043709677419354,0.0063568421052631,0.0063568421052631,0.0077895833333333,0.0090989690721649,0.0098428571428571
1595088263126.0,ws,0.1,0.1733333333333333,5.0,0.0011465909090909,0.0014692857142857,0.002086,0.0026516339869281,0.0036275641025641,0.0041783439490445,0.0048449367088607,0.0054666666666666,0.005936875
1595088263126.0,ws,0.1,0.206,6.0,0.0009609523809523,0.0009718446601941,0.0009943708609271,0.0010693333333333,0.0012989795918367,0.0015406015037593,0.0018024813895781,0.0020369458128078,0.0022689486552567
1595088263126.0,ws,0.1,0.2386666666666666,7.0,0.0008824561403508,0.000887610619469,0.0008997005988023,0.0009162471395881,0.0009343283582089,0.0009995008319467,0.0011198412698412,0.00125640625,0.0013970679012345
1595088263126.0,ws,0.1,0.304,9.0,0.0006442307692307,0.0006563934426229,0.0006772522522522,0.0006920552677029,0.0007089235127478,0.0007241254523522,0.0007401691331923,0.0007545711592837,0.0007813529921942
1587440437374.0,ws,1.0,0.01,0.0,0.14175,0.14175,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667,0.3305666666666667
1587440437374.0,ws,1.0,0.0426666666666666,1.0,0.13895,0.13895,0.3301333333333333,0.3301333333333333,0.3301333333333333,0.3301333333333333,0.3301333333333333,0.3301333333333333,0.3301333333333333
1587440437374.0,ws,1.0,0.0753333333333333,2.0,0.04722,0.04722,0.1501166666666666,0.1501166666666666,0.1501166666666666,0.1501166666666666,0.1501166666666666,0.1501166666666666,0.1501166666666666
1587440099709.0,ws,0.4641588833612777,0.01,0.0,0.1043,0.1043,0.3162,0.3162,0.3162,0.3162,0.3162,0.3162,0.3162
1587440099709.0,ws,0.4641588833612777,0.0426666666666666,1.0,0.10405,0.10405,0.316,0.316,0.316,0.316,0.316,0.316,0.316
1587440099709.0,ws,0.4641588833612777,0.0753333333333333,2.0,0.03982,0.1247666666666666,0.1247666666666666,0.1247666666666666,0.1247666666666666,0.1247666666666666,0.1247666666666666,0.1428571428571428,0.1428571428571428
1587440099709.0,ws,0.4641588833612777,0.1079999999999999,3.0,0.0255099999999999,0.0255099999999999,0.0732818181818181,0.0732818181818181,0.0732818181818181,0.0732818181818181,0.0732818181818181,0.0732818181818181,0.0833333333333333
1587440099709.0,ws,0.4641588833612777,0.1406666666666666,4.0,0.0047962962962962,0.0094892857142857,0.023551724137931,0.023551724137931,0.023551724137931,0.023551724137931,0.0332866666666666,0.0332866666666666,0.0332866666666666
1587424752824.0,ws,0.0215443469003188,0.01,0.0,0.02845,0.06308,0.06308,0.1094666666666666,0.1094666666666666,0.1094666666666666,0.1339714285714285,0.1339714285714285,0.1339714285714285
1587424752824.0,ws,0.0215443469003188,0.0426666666666666,1.0,0.02845,0.06308,0.06308,0.1094666666666666,0.1094666666666666,0.1094666666666666,0.1339714285714285,0.1339714285714285,0.1339714285714285
1587424752824.0,ws,0.0215443469003188,0.0753333333333333,2.0,0.0017929824561403,0.0028648648648648,0.0040582278481012,0.0049987804878048,0.0061882352941176,0.0071655172413793,0.0083797752808988,0.0089333333333333,0.0099119565217391
