ID,network,p,th,seed,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
1587424752824.0,ws,0.0215443469003188,0.1079999999999999,3.0,0.0017929824561403,0.0028635135135135,0.0040556962025316,0.0049963414634146,0.0061858823529411,0.0071609195402298,0.0083494382022471,0.0089022222222222,0.0098836956521739
1587424752824.0,ws,0.0215443469003188,0.1406666666666666,4.0,0.0012144578313253,0.0012078313253012,0.0012289795918367,0.0012262996941896,0.0012909793814432,0.0013365256124721,0.0014260162601625,0.0014344086021505,0.0014103286384976
1587424752824.0,ws,0.0215443469003188,0.1733333333333333,5.0,0.001212048192771,0.0012048192771084,0.0012068273092369,0.0012057228915662,0.0012783163265306,0.0013197802197802,0.0013067164179104,0.0012972447325769,0.0012918220946915
1587424752824.0,ws,0.0215443469003188,0.206,6.0,0.001003,0.0009990049751243,0.0010016666666666,0.001004260651629,0.0010082661290322,0.0010119730185497,0.0010153623188405,0.0010188295165394,0.0010216553287981
1587424752824.0,ws,0.0215443469003188,0.2386666666666666,7.0,0.0009803921568627,0.0009723300970873,0.000973139158576,0.000974209245742,0.0009762183235867,0.0009796084828711,0.0009826086956521,0.0009853448275862,0.0009884742041712
1587424752824.0,ws,0.0215443469003188,0.304,9.0,0.0007621212121212,0.0007619771863117,0.0007626903553299,0.0007645038167938,0.0007693846153846,0.0007731958762886,0.0007760797342192,0.0007799220272904,0.0007830434782608
1587424752824.0,ws,0.0215443469003188,0.3693333333333333,11.0,0.0005649717514124,0.0005592178770949,0.0005598880597014,0.0005619382022471,0.0005661764705882,0.0005693548387096,0.0005726901062959,0.0005770007209805,0.0005800902061855
1587424752824.0,ws,0.0215443469003188,0.01,16.0,0.0295999999999999,0.0607,0.0607,0.1062666666666666,0.1062666666666666,0.1062666666666666,0.1327571428571428,0.1327571428571428,0.1327571428571428
1587424752824.0,ws,0.0215443469003188,0.0426666666666666,17.0,0.0295999999999999,0.0607,0.0607,0.1062666666666666,0.1062666666666666,0.1062666666666666,0.1327571428571428,0.1327571428571428,0.1327571428571428
1587424752824.0,ws,0.0215443469003188,0.0753333333333333,18.0,0.0017948275862068,0.0029485714285714,0.0040413333333333,0.0051294871794871,0.0067395061728395,0.0079397590361445,0.0085869047619047,0.0096848837209302,0.010475
1587424752824.0,ws,0.0215443469003188,0.1079999999999999,19.0,0.0017948275862068,0.0029471428571428,0.0040399999999999,0.0055746835443037,0.0066493827160493,0.0078650602409638,0.0085357142857142,0.009656976744186,0.0104477272727272
1587424752824.0,ws,0.0215443469003188,0.1406666666666666,20.0,0.0012108433734939,0.0012072289156626,0.0012072289156626,0.0012266055045871,0.0012257352941176,0.0012560669456066,0.001350289017341,0.0013662116040955,0.001351424287856
1587424752824.0,ws,0.0215443469003188,0.1733333333333333,21.0,0.0012023809523809,0.0012,0.0012,0.001203003003003,0.0012055421686746,0.0012088531187122,0.0012126297577854,0.0012157814871016,0.001218944519621
1587424752824.0,ws,0.0215443469003188,0.206,22.0,0.001007,0.001002,0.0010006666666666,0.0010045112781954,0.0010084677419354,0.0010089075630252,0.0010141823444283,0.0010167725540025,0.0010208616780045
1587424752824.0,ws,0.0215443469003188,0.2386666666666666,23.0,0.0009728155339805,0.0009690821256038,0.000973139158576,0.000974209245742,0.0009760233918128,0.0009797716150081,0.0009821879382889,0.0009858374384236,0.0009893406593406
1587424752824.0,ws,0.0215443469003188,0.304,25.0,0.000767175572519,0.0007637404580152,0.0007658163265306,0.00077,0.0007731066460587,0.0007765847347994,0.0007790878754171,0.0007825024437927,0.0007869755244755
1587424752824.0,ws,0.0215443469003188,0.3693333333333333,27.0,0.0005546961325966,0.0005607843137254,0.0005590316573556,0.0005630098452883,0.0005658371040723,0.0005696394686907,0.0005733824733824,0.0005767844268204,0.0005807096774193
1587424752824.0,ws,0.0215443469003188,0.01,32.0,0.0325499999999999,0.0692599999999999,0.0692599999999999,0.1161833333333333,0.1161833333333333,0.1161833333333333,0.1383714285714285,0.1383714285714285,0.1383714285714285
1587424752824.0,ws,0.0215443469003188,0.0426666666666666,33.0,0.0325499999999999,0.0692599999999999,0.0692599999999999,0.1161833333333333,0.1161833333333333,0.1161833333333333,0.1383714285714285,0.1383714285714285,0.1383714285714285
1587424752824.0,ws,0.0215443469003188,0.0753333333333333,34.0,0.0021531914893617,0.0032047619047619,0.0044362318840579,0.0060479452054794,0.0072826666666666,0.008,0.0095346153846153,0.010286075949367,0.0113419753086419
1587424752824.0,ws,0.0215443469003188,0.1079999999999999,35.0,0.0021531914893617,0.0031953124999999,0.0043399999999999,0.0056851351351351,0.0067855263157894,0.008075641025641,0.0096825,0.0102592592592592,0.0112734939759036
1587424752824.0,ws,0.0215443469003188,0.1406666666666666,36.0,0.0012096385542168,0.0012048192771084,0.0012039999999999,0.0013042207792207,0.001438681948424,0.001494540942928,0.0016313225058004,0.0017741721854304,0.0019107822410147
1587424752824.0,ws,0.0215443469003188,0.1733333333333333,37.0,0.0012096385542168,0.0012048192771084,0.0012027999999999,0.0012313846153846,0.0013686648501362,0.0013670454545454,0.001453112033195,0.0014713235294117,0.001444783306581
1587424752824.0,ws,0.0215443469003188,0.206,38.0,0.001007,0.001001,0.001001,0.001004260651629,0.0010080482897384,0.0010102693602693,0.0010122832369942,0.0010150823827629,0.0010181920903954
1587424752824.0,ws,0.0215443469003188,0.2386666666666666,39.0,0.0009757281553398,0.0009723300970873,0.0009753246753246,0.0009773170731707,0.000979843444227,0.0009824877250409,0.0009850914205344,0.0009892459826946,0.0009914096916299
1587424752824.0,ws,0.0215443469003188,0.304,41.0,0.0007679389312977,0.0007631178707224,0.0007636132315521,0.0007670498084291,0.0007708782742681,0.0007734536082474,0.0007771365149833,0.0007806829268292,0.0007839721254355
1587424752824.0,ws,0.0215443469003188,0.3693333333333333,43.0,0.0005510989010989,0.0005566666666666,0.0005594040968342,0.0005622191011235,0.000564559819413,0.0005675803402646,0.0005701140065146,0.0005737634408602,0.0005767456758488
1587424752824.0,ws,0.0215443469003188,0.01,48.0,0.02972,0.05995,0.05995,0.1061714285714285,0.1061714285714285,0.1061714285714285,0.1061714285714285,0.1204125,0.1204125
1587424752824.0,ws,0.0215443469003188,0.0426666666666666,49.0,0.02972,0.05995,0.05995,0.1061714285714285,0.1061714285714285,0.1061714285714285,0.1061714285714285,0.1204125,0.1204125
1587424752824.0,ws,0.0215443469003188,0.0753333333333333,50.0,0.0022931818181818,0.0037232142857142,0.0049885245901639,0.0064312499999999,0.0075863636363636,0.008935294117647,0.0103871428571428,0.0118611111111111,0.0124095890410958
1587424752824.0,ws,0.0215443469003188,0.1079999999999999,51.0,0.0022931818181818,0.0037214285714285,0.0049885245901639,0.0064171874999999,0.0081925373134328,0.0088867647058823,0.0103428571428571,0.0117819444444444,0.0123465753424657
1587424752824.0,ws,0.0215443469003188,0.1406666666666666,52.0,0.0012144578313253,0.0012102409638554,0.0014342857142857,0.0016570247933884,0.001864074074074,0.0020515358361774,0.0022452229299363,0.0023736686390532,0.0024625683060109
1587424752824.0,ws,0.0215443469003188,0.1733333333333333,53.0,0.0012084337349397,0.0012054216867469,0.0012028,0.0012782747603833,0.0014613372093023,0.0016239892183288,0.0017630653266331,0.0018889411764705,0.0019477321814254
1587424752824.0,ws,0.0215443469003188,0.206,54.0,0.001004,0.0010015,0.001001,0.0010060301507537,0.0010088709677419,0.0010090756302521,0.0010131693198263,0.0010167725540025,0.0010201585503963
1587424752824.0,ws,0.0215443469003188,0.2386666666666666,55.0,0.0009747572815533,0.0009723300970873,0.000973139158576,0.0009758536585365,0.0009788649706457,0.0009812091503267,0.0009839887640449,0.000987176325524,0.0009898901098901
1587424752824.0,ws,0.0215443469003188,0.304,57.0,0.0007514925373134,0.0007562264150943,0.0007566750629722,0.0007615969581749,0.0007658499234303,0.0007704749679075,0.0007746681415929,0.0007782101167315,0.0007806591500433
1587424752824.0,ws,0.0215443469003188,0.3693333333333333,59.0,0.0005524861878453,0.0005497252747252,0.0005566666666666,0.0005607843137254,0.0005650112866817,0.0005679280983916,0.0005708231458842,0.0005753414809489,0.0005785347043701
1587424752824.0,ws,0.0215443469003188,0.01,64.0,0.0363,0.07438,0.07438,0.1243833333333333,0.1243833333333333,0.1243833333333333,0.1243833333333333,0.1386714285714285,0.1386714285714285
1587424752824.0,ws,0.0215443469003188,0.0426666666666666,65.0,0.0363,0.07438,0.07438,0.1243833333333333,0.1243833333333333,0.1243833333333333,0.1243833333333333,0.1386714285714285,0.1386714285714285
1587424752824.0,ws,0.0215443469003188,0.0753333333333333,66.0,0.001459420289855,0.0024068965517241,0.0033923913043478,0.00436,0.0055438775510204,0.0060626262626262,0.0071405940594059,0.0079330097087378,0.0086095238095238
1587424752824.0,ws,0.0215443469003188,0.1079999999999999,67.0,0.0014267605633802,0.0023655555555555,0.0033905263157894,0.0044030612244897,0.0053279999999999,0.0062725490196078,0.0072201923076923,0.0076609523809523,0.0086166666666666
1587424752824.0,ws,0.0215443469003188,0.1406666666666666,68.0,0.0012096385542168,0.0012023952095808,0.0013690909090909,0.0015354961832061,0.0016572847682119,0.0018261398176291,0.0020134670487106,0.0021997260273972,0.0023346253229974
1587424752824.0,ws,0.0215443469003188,0.1733333333333333,69.0,0.0012096385542168,0.0012011976047904,0.0013206140350877,0.0014881040892193,0.0016145161290322,0.0017478260869565,0.0018873655913978,0.0018527777777777,0.0017614481409001
1587424752824.0,ws,0.0215443469003188,0.206,70.0,0.001006,0.001002,0.001003,0.0010030075187969,0.0010078470824949,0.0010111111111111,0.0010134587554269,0.0010159898477157,0.0010194790486976
1587424752824.0,ws,0.0215443469003188,0.2386666666666666,71.0,0.0009833333333333,0.0009760975609756,0.0009756493506493,0.0009794621026894,0.0009807843137254,0.0009840983606557,0.0009859154929577,0.0009887654320987,0.0009909790979097
1587424752824.0,ws,0.0215443469003188,0.304,73.0,0.000760606060606,0.0007569811320754,0.0007614213197969,0.0007666666666666,0.0007673312883435,0.0007731016731016,0.000775415282392,0.0007781341107871,0.0007829565217391
1587424752824.0,ws,0.0215443469003188,0.3693333333333333,75.0,0.0005561111111111,0.0005548476454293,0.0005581784386617,0.0005620786516853,0.0005637387387387,0.0005677388836329,0.0005708231458842,0.0005741032998565,0.0005773572803078
1587424752824.0,ws,0.0215443469003188,0.01,80.0,0.0463,0.0463,0.08885,0.08885,0.08885,0.1257285714285714,0.1257285714285714,0.1257285714285714,0.12405
1587424752824.0,ws,0.0215443469003188,0.0426666666666666,81.0,0.0463,0.0463,0.08885,0.08885,0.08885,0.1257285714285714,0.1257285714285714,0.1257285714285714,0.12405
1587424752824.0,ws,0.0215443469003188,0.0753333333333333,82.0,0.0023744186046511,0.0039851851851851,0.0054379310344827,0.0072819672131147,0.008779365079365,0.009603125,0.0113212121212121,0.0121358208955223,0.0132246376811594
1587424752824.0,ws,0.0215443469003188,0.1079999999999999,83.0,0.0023744186046511,0.0039851851851851,0.0054362068965517,0.0072327868852459,0.0086904761904761,0.0095062499999999,0.011210606060606,0.0120059701492537,0.0131072463768115
1587424752824.0,ws,0.0215443469003188,0.1406666666666666,84.0,0.0012132530120481,0.0012090361445783,0.0012068273092369,0.0012093655589123,0.0012108958837772,0.0012725158562367,0.0013731372549019,0.0014916201117318,0.0015955752212389
1587424752824.0,ws,0.0215443469003188,0.1733333333333333,85.0,0.001212048192771,0.0012054216867469,0.0012044,0.001206626506024,0.0012072289156626,0.0012129292929292,0.0012154246100519,0.0012572998430141,0.0012718926553672
1587424752824.0,ws,0.0215443469003188,0.206,86.0,0.001006,0.001,0.0010026666666666,0.0010025062656641,0.0010042168674698,0.0010087394957983,0.0010113997113997,0.0010148288973384,0.001018552036199
1587424752824.0,ws,0.0215443469003188,0.2386666666666666,87.0,0.0009663461538461,0.0009634615384615,0.0009655948553054,0.0009678743961352,0.0009720388349514,0.0009745129870129,0.0009772663877266,0.0009814950980392,0.0009857768052516
1587424752824.0,ws,0.0215443469003188,0.304,89.0,0.0007613636363636,0.0007631178707224,0.0007690537084398,0.0007701923076923,0.0007722222222222,0.0007738402061855,0.0007756367663344,0.0007786964980544,0.0007824500434404
1587424752824.0,ws,0.0215443469003188,0.3693333333333333,91.0,0.0005592178770949,0.0005607843137254,0.0005632270168855,0.0005644569816643,0.000567006802721,0.0005693548387096,0.0005728314238952,0.0005764409221902,0.0005798969072165
1587424752824.0,ws,0.0215443469003188,0.01,96.0,0.051175,0.051175,0.09766,0.09766,0.1411833333333333,0.1411833333333333,0.1411833333333333,0.1411833333333333,0.1417142857142857
1587424752824.0,ws,0.0215443469003188,0.0426666666666666,97.0,0.051175,0.051175,0.09766,0.09766,0.1411833333333333,0.1411833333333333,0.1411833333333333,0.1411833333333333,0.1417142857142857
1587424752824.0,ws,0.0215443469003188,0.0753333333333333,98.0,0.0019452830188679,0.0030923076923076,0.0044084507042253,0.0055148648648648,0.0071623376623376,0.0078820512820512,0.0095262499999999,0.0102987654320987,0.0114144578313252
1587424752824.0,ws,0.0215443469003188,0.1079999999999999,99.0,0.0019452830188679,0.0030923076923076,0.0044056338028169,0.0054918918918918,0.0070948051948051,0.0078089743589743,0.0094487499999999,0.0102456790123456,0.0113759036144578
1587424752824.0,ws,0.0215443469003188,0.1406666666666666,100.0,0.0012231707317073,0.0012127272727272,0.0013461883408071,0.0015992031872509,0.0017989208633093,0.0019705882352941,0.0021550458715596,0.0022473389355742,0.0022710327455919
1587424752824.0,ws,0.0215443469003188,0.1733333333333333,101.0,0.0012195121951219,0.0012084337349397,0.0012096385542168,0.0012114803625377,0.0013075520833333,0.0014841975308641,0.0016290023201856,0.0017572368421052,0.001889330543933
1587424752824.0,ws,0.0215443469003188,0.206,102.0,0.001006,0.0010015,0.001,0.0010015,0.0010048192771084,0.0010087248322147,0.0010112554112554,0.0010136708860759,0.0010177401129943
1587424752824.0,ws,0.0215443469003188,0.2386666666666666,103.0,0.0009805825242718,0.0009728155339805,0.0009708737864077,0.0009718446601941,0.0009743190661478,0.0009781758957654,0.00098190743338,0.0009845018450184,0.0009880351262349
1587424752824.0,ws,0.0215443469003188,0.304,105.0,0.0007656488549618,0.0007590909090909,0.0007607594936708,0.0007619047619047,0.0007670245398773,0.0007717223650385,0.0007753045404208,0.0007780369290573,0.00078125
1587424752824.0,ws,0.0215443469003188,0.3693333333333333,107.0,0.0005583333333333,0.0005573816155988,0.0005576994434137,0.000561430575035,0.0005654237288135,0.000569289099526,0.0005725265739983,0.0005758992805755,0.0005794723294723
1587440118229.0,ws,1.0,0.01,0.0,0.18555,0.18555,0.18555,0.3329333333333333,0.3329333333333333,0.3329333333333333,0.3329333333333333,0.3329333333333333,0.3329333333333333
1587440118229.0,ws,1.0,0.0426666666666666,1.0,0.1818999999999999,0.1818999999999999,0.1818999999999999,0.3329,0.3329,0.3329,0.3329,0.3329,0.3329
1587440118229.0,ws,1.0,0.0753333333333333,2.0,0.033875,0.12744,0.12744,0.12744,0.12744,0.12744,0.1666666666666666,0.1666666666666666,0.1666666666666666
1587411328269.0,ws,0.0046415888336127,0.01,0.0,0.0170777777777777,0.02537,0.0355363636363636,0.046975,0.046975,0.0565538461538461,0.0565538461538461,0.0610142857142857,0.0619466666666666
1587411328269.0,ws,0.0046415888336127,0.0426666666666666,1.0,0.0170777777777777,0.02537,0.0355363636363636,0.046975,0.046975,0.0565538461538461,0.0565538461538461,0.0610142857142857,0.0619466666666666
1587411328269.0,ws,0.0046415888336127,0.0753333333333333,2.0,0.0014225352112676,0.0014119718309859,0.0014084507042253,0.0015527131782945,0.001721649484536,0.0018415902140672,0.0018043814432989,0.0017415217391304,0.0016983018867924
1587411328269.0,ws,0.0046415888336127,0.1079999999999999,3.0,0.0014225352112676,0.0014119718309859,0.0014084507042253,0.0015527131782945,0.001721649484536,0.0018415902140672,0.0018043814432989,0.0017415217391304,0.0016983018867924
